match_id,match_date,competition,competition_stage,home_team,away_team,home_score,away_score,home_odds,draw_odds,away_odds,num_bets_home,num_bets_draw,num_bets_away,odds_source,bookmaker,snapshot_type,source_match_url,official_result_url
2025-06-10_bolivia_chile,2025-06-10,FIFA World Cup qualification,Qualifiers,Bolivia,Chile,2.0,0.0,1.72,3.53,5.0,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_bolivia_chile,2025-06-10,FIFA World Cup qualification,Qualifiers,Bolivia,Chile,2.0,0.0,1.76,3.65,5.33,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_china_bahrain,2025-06-10,FIFA World Cup qualification,Qualifiers,China,Bahrain,1.0,0.0,2.32,2.91,3.25,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_china_bahrain,2025-06-10,FIFA World Cup qualification,Qualifiers,China,Bahrain,1.0,0.0,2.4,3.1,3.5,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_cuba_bermuda,2025-06-10,FIFA World Cup qualification,Qualifiers,Cuba,Bermuda,1.0,2.0,1.49,4.23,5.2,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_cuba_bermuda,2025-06-10,FIFA World Cup qualification,Qualifiers,Cuba,Bermuda,1.0,2.0,1.55,4.75,6.0,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_finland_poland,2025-06-10,FIFA World Cup qualification,Qualifiers,Finland,Poland,2.0,1.0,3.24,3.1,2.32,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_finland_poland,2025-06-10,FIFA World Cup qualification,Qualifiers,Finland,Poland,2.0,1.0,3.4,3.2,2.4,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_haiti_cura_ao,2025-06-10,FIFA World Cup qualification,Qualifiers,Haiti,Curaçao,1.0,5.0,2.06,3.33,3.18,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_haiti_cura_ao,2025-06-10,FIFA World Cup qualification,Qualifiers,Haiti,Curaçao,1.0,5.0,2.2,3.6,3.4,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_iran_north_korea,2025-06-10,FIFA World Cup qualification,Qualifiers,Iran,North Korea,3.0,0.0,1.15,6.95,15.35,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_iran_north_korea,2025-06-10,FIFA World Cup qualification,Qualifiers,Iran,North Korea,3.0,0.0,1.18,7.75,19.0,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_japan_indonesia,2025-06-10,FIFA World Cup qualification,Qualifiers,Japan,Indonesia,6.0,0.0,1.11,8.1,18.41,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_japan_indonesia,2025-06-10,FIFA World Cup qualification,Qualifiers,Japan,Indonesia,6.0,0.0,1.17,10.0,23.0,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_jordan_iraq,2025-06-10,FIFA World Cup qualification,Qualifiers,Jordan,Iraq,0.0,1.0,2.19,3.0,3.43,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_jordan_iraq,2025-06-10,FIFA World Cup qualification,Qualifiers,Jordan,Iraq,0.0,1.0,2.25,3.1,3.65,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_kyrgyzstan_united_arab_emirates,2025-06-10,FIFA World Cup qualification,Qualifiers,Kyrgyzstan,United Arab Emirates,1.0,1.0,4.73,3.55,1.71,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_kyrgyzstan_united_arab_emirates,2025-06-10,FIFA World Cup qualification,Qualifiers,Kyrgyzstan,United Arab Emirates,1.0,1.0,5.5,3.8,1.8,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_latvia_albania,2025-06-10,FIFA World Cup qualification,Qualifiers,Latvia,Albania,1.0,1.0,4.93,3.2,1.79,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_latvia_albania,2025-06-10,FIFA World Cup qualification,Qualifiers,Latvia,Albania,1.0,1.0,5.33,3.45,1.83,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_netherlands_malta,2025-06-10,FIFA World Cup qualification,Qualifiers,Netherlands,Malta,8.0,0.0,1.03,17.8,58.0,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_netherlands_malta,2025-06-10,FIFA World Cup qualification,Qualifiers,Netherlands,Malta,8.0,0.0,1.04,23.0,81.0,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_palestine_oman,2025-06-10,FIFA World Cup qualification,Qualifiers,Palestine,Oman,1.0,1.0,2.2,2.9,3.56,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_palestine_oman,2025-06-10,FIFA World Cup qualification,Qualifiers,Palestine,Oman,1.0,1.0,2.3,3.0,3.75,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_romania_cyprus,2025-06-10,FIFA World Cup qualification,Qualifiers,Romania,Cyprus,2.0,0.0,1.38,4.82,7.74,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_romania_cyprus,2025-06-10,FIFA World Cup qualification,Qualifiers,Romania,Cyprus,2.0,0.0,1.42,5.2,8.5,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_saint_kitts_and_nevis_grenada,2025-06-10,FIFA World Cup qualification,Qualifiers,Saint Kitts and Nevis,Grenada,2.0,3.0,4.36,4.08,1.59,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_saint_kitts_and_nevis_grenada,2025-06-10,FIFA World Cup qualification,Qualifiers,Saint Kitts and Nevis,Grenada,2.0,3.0,4.8,4.5,1.65,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_saint_lucia_barbados,2025-06-10,FIFA World Cup qualification,Qualifiers,Saint Lucia,Barbados,2.0,1.0,1.77,3.89,3.59,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_saint_lucia_barbados,2025-06-10,FIFA World Cup qualification,Qualifiers,Saint Lucia,Barbados,2.0,1.0,1.87,4.33,4.1,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_san_marino_austria,2025-06-10,FIFA World Cup qualification,Qualifiers,San Marino,Austria,0.0,4.0,79.57,24.21,1.01,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_san_marino_austria,2025-06-10,FIFA World Cup qualification,Qualifiers,San Marino,Austria,0.0,4.0,126.0,36.0,1.02,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_saudi_arabia_australia,2025-06-10,FIFA World Cup qualification,Qualifiers,Saudi Arabia,Australia,1.0,2.0,1.94,3.17,4.01,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_saudi_arabia_australia,2025-06-10,FIFA World Cup qualification,Qualifiers,Saudi Arabia,Australia,1.0,2.0,2.0,3.35,4.33,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_serbia_andorra,2025-06-10,FIFA World Cup qualification,Qualifiers,Serbia,Andorra,3.0,0.0,1.05,11.53,41.71,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_serbia_andorra,2025-06-10,FIFA World Cup qualification,Qualifiers,Serbia,Andorra,3.0,0.0,1.07,13.5,51.0,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_south_korea_kuwait,2025-06-10,FIFA World Cup qualification,Qualifiers,South Korea,Kuwait,4.0,0.0,1.11,8.34,18.94,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_south_korea_kuwait,2025-06-10,FIFA World Cup qualification,Qualifiers,South Korea,Kuwait,4.0,0.0,1.15,10.5,29.0,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_uzbekistan_qatar,2025-06-10,FIFA World Cup qualification,Qualifiers,Uzbekistan,Qatar,3.0,0.0,1.57,3.59,6.02,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-10_uzbekistan_qatar,2025-06-10,FIFA World Cup qualification,Qualifiers,Uzbekistan,Qatar,3.0,0.0,1.62,3.75,7.0,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-09_belgium_wales,2025-06-09,FIFA World Cup qualification,Qualifiers,Belgium,Wales,4.0,3.0,1.37,4.73,8.26,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-09_belgium_wales,2025-06-09,FIFA World Cup qualification,Qualifiers,Belgium,Wales,4.0,3.0,1.4,4.9,9.5,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-09_croatia_czech_republic,2025-06-09,FIFA World Cup qualification,Qualifiers,Croatia,Czech Republic,5.0,1.0,2.01,3.33,3.72,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-09_croatia_czech_republic,2025-06-09,FIFA World Cup qualification,Qualifiers,Croatia,Czech Republic,5.0,1.0,2.06,3.4,3.95,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-09_estonia_norway,2025-06-09,FIFA World Cup qualification,Qualifiers,Estonia,Norway,0.0,1.0,23.19,9.68,1.1,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-09_estonia_norway,2025-06-09,FIFA World Cup qualification,Qualifiers,Estonia,Norway,0.0,1.0,29.0,11.0,1.13,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-09_faroe_islands_gibraltar,2025-06-09,FIFA World Cup qualification,Qualifiers,Faroe Islands,Gibraltar,2.0,1.0,1.26,5.33,12.97,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-09_faroe_islands_gibraltar,2025-06-09,FIFA World Cup qualification,Qualifiers,Faroe Islands,Gibraltar,2.0,1.0,1.28,5.5,15.0,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-09_italy_moldova,2025-06-09,FIFA World Cup qualification,Qualifiers,Italy,Moldova,2.0,0.0,1.04,14.03,39.6,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-09_italy_moldova,2025-06-09,FIFA World Cup qualification,Qualifiers,Italy,Moldova,2.0,0.0,1.06,17.0,51.0,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-09_kazakhstan_north_macedonia,2025-06-09,FIFA World Cup qualification,Qualifiers,Kazakhstan,North Macedonia,0.0,1.0,4.03,3.22,1.98,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-09_kazakhstan_north_macedonia,2025-06-09,FIFA World Cup qualification,Qualifiers,Kazakhstan,North Macedonia,0.0,1.0,4.2,3.3,2.05,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-07_bahamas_costa_rica,2025-06-07,FIFA World Cup qualification,Qualifiers,Bahamas,Costa Rica,0.0,8.0,126.0,67.0,1.03,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-07_belize_panama,2025-06-07,FIFA World Cup qualification,Qualifiers,Belize,Panama,0.0,2.0,37.73,13.38,1.03,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-07_belize_panama,2025-06-07,FIFA World Cup qualification,Qualifiers,Belize,Panama,0.0,2.0,56.0,19.0,1.05,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-07_albania_serbia,2025-06-07,FIFA World Cup qualification,Qualifiers,Albania,Serbia,0.0,0.0,3.68,2.95,2.21,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-07_albania_serbia,2025-06-07,FIFA World Cup qualification,Qualifiers,Albania,Serbia,0.0,0.0,3.8,3.1,2.25,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-07_andorra_england,2025-06-07,FIFA World Cup qualification,Qualifiers,Andorra,England,0.0,1.0,79.58,22.04,1.01,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-07_andorra_england,2025-06-07,FIFA World Cup qualification,Qualifiers,Andorra,England,0.0,1.0,151.0,35.0,1.02,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-07_anguilla_el_salvador,2025-06-07,FIFA World Cup qualification,Qualifiers,Anguilla,El Salvador,0.0,3.0,49.9,22.6,1.01,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-07_anguilla_el_salvador,2025-06-07,FIFA World Cup qualification,Qualifiers,Anguilla,El Salvador,0.0,3.0,67.0,34.0,1.02,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-07_aruba_haiti,2025-06-07,FIFA World Cup qualification,Qualifiers,Aruba,Haiti,0.0,5.0,19.65,10.05,1.06,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-07_aruba_haiti,2025-06-07,FIFA World Cup qualification,Qualifiers,Aruba,Haiti,0.0,5.0,26.0,12.0,1.09,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-07_austria_romania,2025-06-07,FIFA World Cup qualification,Qualifiers,Austria,Romania,2.0,1.0,1.32,5.27,8.8,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-07_austria_romania,2025-06-07,FIFA World Cup qualification,Qualifiers,Austria,Romania,2.0,1.0,1.34,5.5,9.5,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-07_bosnia_and_herzegovina_san_marino,2025-06-07,FIFA World Cup qualification,Qualifiers,Bosnia and Herzegovina,San Marino,1.0,0.0,1.02,17.1,55.67,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-07_bosnia_and_herzegovina_san_marino,2025-06-07,FIFA World Cup qualification,Qualifiers,Bosnia and Herzegovina,San Marino,1.0,0.0,1.04,21.0,81.0,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-07_british_virgin_islands_jamaica,2025-06-07,FIFA World Cup qualification,Qualifiers,British Virgin Islands,Jamaica,0.0,1.0,53.5,20.9,1.01,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-07_british_virgin_islands_jamaica,2025-06-07,FIFA World Cup qualification,Qualifiers,British Virgin Islands,Jamaica,0.0,1.0,67.0,34.0,1.01,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-07_cayman_islands_honduras,2025-06-07,FIFA World Cup qualification,Qualifiers,Cayman Islands,Honduras,0.0,1.0,57.36,22.82,1.01,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-07_cayman_islands_honduras,2025-06-07,FIFA World Cup qualification,Qualifiers,Cayman Islands,Honduras,0.0,1.0,81.0,34.0,1.01,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_cura_ao_saint_lucia,2025-06-06,FIFA World Cup qualification,Qualifiers,Curaçao,Saint Lucia,4.0,0.0,1.13,7.32,13.29,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_cura_ao_saint_lucia,2025-06-06,FIFA World Cup qualification,Qualifiers,Curaçao,Saint Lucia,4.0,0.0,1.17,8.5,19.0,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-07_finland_netherlands,2025-06-07,FIFA World Cup qualification,Qualifiers,Finland,Netherlands,0.0,2.0,12.78,5.93,1.23,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-07_finland_netherlands,2025-06-07,FIFA World Cup qualification,Qualifiers,Finland,Netherlands,0.0,2.0,15.0,6.5,1.26,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_guatemala_dominican_republic,2025-06-06,FIFA World Cup qualification,Qualifiers,Guatemala,Dominican Republic,4.0,2.0,2.1,3.09,3.33,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_guatemala_dominican_republic,2025-06-06,FIFA World Cup qualification,Qualifiers,Guatemala,Dominican Republic,4.0,2.0,2.2,3.4,3.75,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-07_malta_lithuania,2025-06-07,FIFA World Cup qualification,Qualifiers,Malta,Lithuania,0.0,0.0,2.67,2.74,3.09,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-07_malta_lithuania,2025-06-07,FIFA World Cup qualification,Qualifiers,Malta,Lithuania,0.0,0.0,2.75,2.8,3.25,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_nicaragua_guyana,2025-06-06,FIFA World Cup qualification,Qualifiers,Nicaragua,Guyana,1.0,0.0,1.36,4.43,7.46,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_nicaragua_guyana,2025-06-06,FIFA World Cup qualification,Qualifiers,Nicaragua,Guyana,1.0,0.0,1.4,4.8,9.0,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_trinidad_and_tobago_saint_kitts_and_nevis,2025-06-06,FIFA World Cup qualification,Qualifiers,Trinidad and Tobago,Saint Kitts and Nevis,6.0,2.0,1.08,9.37,17.24,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_trinidad_and_tobago_saint_kitts_and_nevis,2025-06-06,FIFA World Cup qualification,Qualifiers,Trinidad and Tobago,Saint Kitts and Nevis,6.0,2.0,1.12,11.5,26.0,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_antigua_and_barbuda_cuba,2025-06-06,FIFA World Cup qualification,Qualifiers,Antigua and Barbuda,Cuba,0.0,1.0,5.0,4.09,1.52,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_antigua_and_barbuda_cuba,2025-06-06,FIFA World Cup qualification,Qualifiers,Antigua and Barbuda,Cuba,0.0,1.0,5.5,4.5,1.58,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-05_chile_argentina,2025-06-05,FIFA World Cup qualification,Qualifiers,Chile,Argentina,0.0,1.0,5.04,3.27,1.78,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-05_chile_argentina,2025-06-05,FIFA World Cup qualification,Qualifiers,Chile,Argentina,0.0,1.0,5.75,3.4,1.83,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_colombia_peru,2025-06-06,FIFA World Cup qualification,Qualifiers,Colombia,Peru,0.0,0.0,1.3,4.97,10.4,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_colombia_peru,2025-06-06,FIFA World Cup qualification,Qualifiers,Colombia,Peru,0.0,0.0,1.33,5.4,11.5,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_czech_republic_montenegro,2025-06-06,FIFA World Cup qualification,Qualifiers,Czech Republic,Montenegro,2.0,0.0,1.3,5.25,10.16,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_czech_republic_montenegro,2025-06-06,FIFA World Cup qualification,Qualifiers,Czech Republic,Montenegro,2.0,0.0,1.33,5.5,11.0,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-05_ecuador_brazil,2025-06-05,FIFA World Cup qualification,Qualifiers,Ecuador,Brazil,0.0,0.0,3.98,2.91,2.12,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-05_ecuador_brazil,2025-06-05,FIFA World Cup qualification,Qualifiers,Ecuador,Brazil,0.0,0.0,4.3,3.1,2.2,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_estonia_israel,2025-06-06,FIFA World Cup qualification,Qualifiers,Estonia,Israel,1.0,3.0,6.54,4.15,1.5,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_estonia_israel,2025-06-06,FIFA World Cup qualification,Qualifiers,Estonia,Israel,1.0,3.0,7.0,4.33,1.53,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_gibraltar_croatia,2025-06-06,FIFA World Cup qualification,Qualifiers,Gibraltar,Croatia,0.0,7.0,73.75,21.17,1.02,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_gibraltar_croatia,2025-06-06,FIFA World Cup qualification,Qualifiers,Gibraltar,Croatia,0.0,7.0,101.0,29.0,1.02,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_north_macedonia_belgium,2025-06-06,FIFA World Cup qualification,Qualifiers,North Macedonia,Belgium,1.0,1.0,8.81,4.74,1.35,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_north_macedonia_belgium,2025-06-06,FIFA World Cup qualification,Qualifiers,North Macedonia,Belgium,1.0,1.0,9.5,5.0,1.37,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_norway_italy,2025-06-06,FIFA World Cup qualification,Qualifiers,Norway,Italy,3.0,0.0,2.63,3.26,2.65,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_norway_italy,2025-06-06,FIFA World Cup qualification,Qualifiers,Norway,Italy,3.0,0.0,2.8,3.4,2.75,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-05_paraguay_uruguay,2025-06-05,FIFA World Cup qualification,Qualifiers,Paraguay,Uruguay,2.0,0.0,2.78,2.58,3.13,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-05_paraguay_uruguay,2025-06-05,FIFA World Cup qualification,Qualifiers,Paraguay,Uruguay,2.0,0.0,3.0,2.66,3.3,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_suriname_puerto_rico,2025-06-06,FIFA World Cup qualification,Qualifiers,Suriname,Puerto Rico,1.0,0.0,1.3,4.72,8.35,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_suriname_puerto_rico,2025-06-06,FIFA World Cup qualification,Qualifiers,Suriname,Puerto Rico,1.0,0.0,1.38,5.5,10.5,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_venezuela_bolivia,2025-06-06,FIFA World Cup qualification,Qualifiers,Venezuela,Bolivia,2.0,0.0,1.34,4.99,8.62,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_venezuela_bolivia,2025-06-06,FIFA World Cup qualification,Qualifiers,Venezuela,Bolivia,2.0,0.0,1.36,5.33,9.5,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_wales_liechtenstein,2025-06-06,FIFA World Cup qualification,Qualifiers,Wales,Liechtenstein,3.0,0.0,1.02,19.5,71.54,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-06_wales_liechtenstein,2025-06-06,FIFA World Cup qualification,Qualifiers,Wales,Liechtenstein,3.0,0.0,1.03,30.0,111.0,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-05_australia_japan,2025-06-05,FIFA World Cup qualification,Qualifiers,Australia,Japan,1.0,0.0,2.58,2.98,2.79,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-05_australia_japan,2025-06-05,FIFA World Cup qualification,Qualifiers,Australia,Japan,1.0,0.0,2.75,3.1,2.9,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-05_bahrain_saudi_arabia,2025-06-05,FIFA World Cup qualification,Qualifiers,Bahrain,Saudi Arabia,0.0,2.0,4.15,3.02,1.97,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-05_bahrain_saudi_arabia,2025-06-05,FIFA World Cup qualification,Qualifiers,Bahrain,Saudi Arabia,0.0,2.0,4.5,3.2,2.05,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-04_bermuda_cayman_islands,2025-06-04,FIFA World Cup qualification,Qualifiers,Bermuda,Cayman Islands,5.0,0.0,1.17,6.29,11.88,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-04_bermuda_cayman_islands,2025-06-04,FIFA World Cup qualification,Qualifiers,Bermuda,Cayman Islands,5.0,0.0,1.2,7.0,15.0,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-04_grenada_bahamas,2025-06-04,FIFA World Cup qualification,Qualifiers,Grenada,Bahamas,6.0,0.0,1.05,11.68,23.93,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-04_grenada_bahamas,2025-06-04,FIFA World Cup qualification,Qualifiers,Grenada,Bahamas,6.0,0.0,1.07,15.0,31.0,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-05_indonesia_china,2025-06-05,FIFA World Cup qualification,Qualifiers,Indonesia,China,1.0,0.0,1.7,3.83,4.29,,,,oddsportal,average,average,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
2025-06-05_indonesia_china,2025-06-05,FIFA World Cup qualification,Qualifiers,Indonesia,China,1.0,0.0,1.75,4.1,4.75,,,,oddsportal,max,max,https://www.oddsportal.com,https://www.fifa.com/en/match-centre
