date,home_team,away_team,country,neutral,home_confederation,away_confederation,host_confederation,is_home_country,is_away_country,is_home_confed,is_away_confed
2007-06-09,United States,Trinidad and Tobago,United States,False,CONCACAF,CONCACAF,CONCACAF,True,False,True,True
2007-06-09,Haiti,Costa Rica,United States,True,CONCACAF,CONCACAF,CONCACAF,False,False,True,True
2007-06-09,Tanzania,Zambia,Tanzania,False,CAF,CAF,CAF,True,False,True,True
2007-06-09,Canada,Guadeloupe,United States,True,CONCACAF,CONCACAF,CONCACAF,False,False,True,True
2007-06-09,Burkina Faso,Mali,Burkina Faso,False,CAF,CAF,CAF,True,False,True,True
2007-06-09,Guatemala,El Salvador,United States,True,CONCACAF,CONCACAF,CONCACAF,False,False,True,True
2007-06-10,Honduras,Mexico,United States,True,CONCACAF,CONCACAF,CONCACAF,False,False,True,True
2007-06-10,Hong Kong,Macau,Hong Kong,False,AFC,AFC,AFC,True,False,True,True
2007-06-10,Kenya,Rwanda,Kenya,False,CAF,CAF,CAF,True,False,True,True
2007-06-10,Malawi,Senegal,Malawi,False,CAF,CAF,CAF,True,False,True,True
2007-06-10,Panama,Cuba,United States,True,CONCACAF,CONCACAF,CONCACAF,False,False,True,True
2007-06-11,Costa Rica,Guadeloupe,United States,True,CONCACAF,CONCACAF,CONCACAF,False,False,True,True
2007-06-11,Haiti,Canada,United States,True,CONCACAF,CONCACAF,CONCACAF,False,False,True,True
2007-06-12,United States,El Salvador,United States,False,CONCACAF,CONCACAF,CONCACAF,True,False,True,True
2007-06-12,Trinidad and Tobago,Guatemala,United States,True,CONCACAF,CONCACAF,CONCACAF,False,False,True,True
2007-06-12,Kuwait,Egypt,Kuwait,False,AFC,CAF,AFC,True,False,True,False
2007-06-12,Jordan,Iraq,Jordan,False,AFC,AFC,AFC,True,False,True,True
2007-06-12,Réunion,Gabon,Réunion,False,CAF,CAF,CAF,True,False,True,True
2007-06-13,Cuba,Honduras,United States,True,CONCACAF,CONCACAF,CONCACAF,False,False,True,True
2007-06-13,Mexico,Panama,United States,True,CONCACAF,CONCACAF,CONCACAF,False,False,True,True
2007-06-16,Malawi,Morocco,Malawi,False,CAF,CAF,CAF,True,False,True,True
2007-06-16,Zambia,Chad,Zambia,False,CAF,CAF,CAF,True,False,True,True
2007-06-16,United States,Panama,United States,False,CONCACAF,CONCACAF,CONCACAF,True,False,True,True
2007-06-16,Tunisia,Mauritius,Tunisia,False,CAF,CAF,CAF,True,False,True,True
2007-06-16,Namibia,DR Congo,Namibia,False,CAF,CAF,CAF,True,False,True,True
2007-06-16,Lebanon,Syria,Jordan,True,AFC,AFC,AFC,False,False,True,True
2007-06-16,Seychelles,Sudan,Seychelles,False,CAF,CAF,CAF,True,False,True,True
2007-06-16,Eritrea,Kenya,Eritrea,False,CAF,CAF,CAF,True,False,True,True
2007-06-16,Algeria,Guinea,Algeria,False,CAF,CAF,CAF,True,False,True,True
2007-06-16,Botswana,Mauritania,Botswana,False,CAF,CAF,CAF,True,False,True,True
2007-06-16,Burkina Faso,Tanzania,Burkina Faso,False,CAF,CAF,CAF,True,False,True,True
2007-06-16,Iran,Iraq,Jordan,True,AFC,AFC,AFC,False,False,True,True
2007-06-16,Canada,Guatemala,United States,True,CONCACAF,CONCACAF,CONCACAF,False,False,True,True
2007-06-16,Cape Verde,Gambia,Cape Verde,False,CAF,CAF,CAF,True,False,True,True
2007-06-17,Niger,Nigeria,Niger,False,CAF,CAF,CAF,True,False,True,True
2007-06-17,Mozambique,Senegal,Mozambique,False,CAF,CAF,CAF,True,False,True,True
2007-06-17,Mexico,Costa Rica,United States,True,CONCACAF,CONCACAF,CONCACAF,False,False,True,True
2007-06-17,Mali,Sierra Leone,Mali,False,CAF,CAF,CAF,True,False,True,True
2007-06-17,Madagascar,Gabon,Madagascar,False,CAF,CAF,CAF,True,False,True,True
2007-06-17,Macau,Mongolia,Macau,False,AFC,AFC,AFC,True,False,True,True
2007-06-17,Libya,Ethiopia,Libya,False,CAF,CAF,CAF,True,False,True,True
2007-06-17,Guam,Taiwan,Macau,True,AFC,UEFA,AFC,False,False,True,False
2007-06-17,Congo,South Africa,Congo,False,CAF,CAF,CAF,True,False,True,True
2007-06-17,Cameroon,Rwanda,Cameroon,False,CAF,CAF,CAF,True,False,True,True
2007-06-17,Benin,Togo,Benin,False,CAF,CAF,CAF,True,False,True,True
2007-06-17,Angola,Eswatini,Angola,False,CAF,UEFA,CAF,True,False,True,False
2007-06-17,Liberia,Equatorial Guinea,Liberia,False,CAF,CAF,CAF,True,False,True,True
2007-06-17,Honduras,Guadeloupe,United States,True,CONCACAF,CONCACAF,CONCACAF,False,False,True,True
2007-06-18,Palestine,Iraq,Jordan,True,AFC,AFC,AFC,False,False,True,True
2007-06-18,Jordan,Syria,Jordan,False,AFC,AFC,AFC,True,False,True,True
2007-06-18,Malaysia,Cambodia,Malaysia,False,AFC,AFC,AFC,True,False,True,True
2007-06-19,Lesotho,Uganda,Lesotho,False,CAF,CAF,CAF,True,False,True,True
2007-06-19,North Korea,Mongolia,Macau,True,UEFA,AFC,AFC,False,False,False,True
2007-06-19,Hong Kong,Taiwan,Macau,True,AFC,UEFA,AFC,False,False,True,False
2007-06-20,Bolivia,Paraguay,Bolivia,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
2007-06-20,Iran,Palestine,Jordan,True,AFC,AFC,AFC,False,False,True,True
2007-06-20,Jordan,Lebanon,Jordan,False,AFC,AFC,AFC,True,False,True,True
2007-06-20,Venezuela,Basque Country,Venezuela,False,CONMEBOL,UEFA,CONMEBOL,True,False,True,False
2007-06-21,United States,Canada,United States,False,CONCACAF,CONCACAF,CONCACAF,True,False,True,True
2007-06-21,Hong Kong,Guam,Macau,True,AFC,AFC,AFC,False,False,True,True
2007-06-21,Indonesia,Jamaica,Indonesia,False,AFC,CONCACAF,AFC,True,False,True,False
2007-06-21,Macau,North Korea,Macau,False,AFC,UEFA,AFC,True,False,True,False
2007-06-21,Malaysia,United Arab Emirates,Malaysia,False,AFC,AFC,AFC,True,False,True,True
2007-06-21,Mexico,Guadeloupe,United States,True,CONCACAF,CONCACAF,CONCACAF,False,False,True,True
2007-06-22,Syria,Iraq,Jordan,True,AFC,AFC,AFC,False,False,True,True
2007-06-22,Jordan,Iran,Jordan,False,AFC,AFC,AFC,True,False,True,True
2007-06-23,Colombia,Ecuador,Colombia,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
2007-06-23,Mongolia,Guam,Macau,True,AFC,AFC,AFC,False,False,True,True
2007-06-24,Vietnam,Jamaica,Vietnam,False,AFC,CONCACAF,AFC,True,False,True,False
2007-06-24,Indonesia,Oman,Indonesia,False,AFC,AFC,AFC,True,False,True,True
2007-06-24,Iraq,Iran,Jordan,True,AFC,AFC,AFC,False,False,True,True
2007-06-24,North Korea,Hong Kong,Macau,True,UEFA,AFC,AFC,False,False,False,True
2007-06-24,United Arab Emirates,Saudi Arabia,Singapore,True,AFC,AFC,AFC,False,False,True,True
2007-06-24,United States,Mexico,United States,False,CONCACAF,CONCACAF,CONCACAF,True,False,True,True
2007-06-25,Qatar,Turkmenistan,Qatar,False,AFC,AFC,AFC,True,False,True,True
2007-06-26,Venezuela,Bolivia,Venezuela,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
2007-06-26,Uruguay,Peru,Venezuela,True,CONMEBOL,CONMEBOL,CONMEBOL,False,False,True,True
2007-06-27,Singapore,Saudi Arabia,Singapore,False,AFC,AFC,AFC,True,False,True,True
2007-06-27,United Arab Emirates,Bahrain,Malaysia,True,AFC,AFC,AFC,False,False,True,True
2007-06-27,Brazil,Mexico,Venezuela,True,CONMEBOL,CONCACAF,CONMEBOL,False,False,True,False
2007-06-27,Ecuador,Chile,Venezuela,True,CONMEBOL,CONMEBOL,CONMEBOL,False,False,True,True
2007-06-28,Argentina,United States,Venezuela,True,CONMEBOL,CONCACAF,CONMEBOL,False,False,True,False
2007-06-28,Malaysia,Jamaica,Malaysia,False,AFC,CONCACAF,AFC,True,False,True,False
2007-06-28,Oman,North Korea,Singapore,True,AFC,UEFA,AFC,False,False,True,False
2007-06-28,Paraguay,Colombia,Venezuela,True,CONMEBOL,CONMEBOL,CONMEBOL,False,False,True,True
2007-06-29,South Korea,Iraq,South Korea,False,AFC,AFC,AFC,True,False,True,True
2007-06-30,Rhodes,Saare County,Greece,True,UEFA,UEFA,UEFA,False,False,True,True
2007-06-30,Bermuda,Ynys Môn,Greece,True,CONCACAF,UEFA,UEFA,False,False,False,True
2007-06-30,Menorca,Jersey,Greece,True,UEFA,UEFA,UEFA,False,False,True,True
2007-06-30,Vietnam,Bahrain,Vietnam,False,AFC,AFC,AFC,True,False,True,True
2007-06-30,Singapore,Australia,Singapore,False,AFC,AFC,AFC,True,False,True,True
2007-06-30,Thailand,Qatar,Thailand,False,AFC,AFC,AFC,True,False,True,True
2007-06-30,Bolivia,Uruguay,Venezuela,True,CONMEBOL,CONMEBOL,CONMEBOL,False,False,True,True
2007-06-30,Venezuela,Peru,Venezuela,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
2007-07-01,Åland Islands,Bermuda,Greece,True,UEFA,CONCACAF,UEFA,False,False,True,False
2007-07-01,Rhodes,Frøya,Greece,False,UEFA,UEFA,UEFA,False,False,True,True
2007-07-01,Jersey,Gibraltar,Greece,True,UEFA,UEFA,UEFA,False,False,True,True
2007-07-01,Western Isles,Gotland,Greece,True,CONCACAF,UEFA,UEFA,False,False,False,True
2007-07-01,Oman,Saudi Arabia,Singapore,True,AFC,AFC,AFC,False,False,True,True
2007-07-01,Mexico,Ecuador,Venezuela,True,CONCACAF,CONMEBOL,CONMEBOL,False,False,False,True
2007-07-01,Brazil,Chile,Venezuela,True,CONMEBOL,CONMEBOL,CONMEBOL,False,False,True,True
2007-07-01,United Arab Emirates,North Korea,Singapore,True,AFC,UEFA,AFC,False,False,True,False
2007-07-02,Saare County,Frøya,Greece,True,UEFA,UEFA,UEFA,False,False,True,True
2007-07-02,Ynys Môn,Åland Islands,Greece,True,UEFA,UEFA,UEFA,False,False,True,True
2007-07-02,Gibraltar,Menorca,Greece,True,UEFA,UEFA,UEFA,False,False,True,True
2007-07-02,United States,Paraguay,Venezuela,True,CONCACAF,CONMEBOL,CONMEBOL,False,False,False,True
2007-07-02,Gotland,Western Isles,Greece,True,UEFA,CONCACAF,UEFA,False,False,True,False
2007-07-02,Iraq,Uzbekistan,South Korea,True,AFC,AFC,AFC,False,False,True,True
2007-07-02,Iran,Jamaica,Iran,False,AFC,CONCACAF,AFC,True,False,True,False
2007-07-02,Argentina,Colombia,Venezuela,True,CONMEBOL,CONMEBOL,CONMEBOL,False,False,True,True
2007-07-02,Thailand,Qatar,Thailand,False,AFC,AFC,AFC,True,False,True,True
2007-07-03,Peru,Bolivia,Venezuela,True,CONMEBOL,CONMEBOL,CONMEBOL,False,False,True,True
2007-07-03,Venezuela,Uruguay,Venezuela,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
2007-07-04,Rhodes,Western Isles,Greece,False,UEFA,CONCACAF,UEFA,False,False,True,False
2007-07-04,Gibraltar,Bermuda,Greece,True,UEFA,CONCACAF,UEFA,False,False,True,False
2007-07-04,Frøya,Gotland,Greece,True,UEFA,UEFA,UEFA,False,False,True,True
2007-07-04,Jersey,Åland Islands,Greece,True,UEFA,UEFA,UEFA,False,False,True,True
2007-07-04,Saudi Arabia,North Korea,Singapore,True,AFC,UEFA,AFC,False,False,True,False
2007-07-04,Mexico,Chile,Venezuela,True,CONCACAF,CONMEBOL,CONMEBOL,False,False,False,True
2007-07-04,Brazil,Ecuador,Venezuela,True,CONMEBOL,CONMEBOL,CONMEBOL,False,False,True,True
2007-07-04,Menorca,Ynys Môn,Greece,True,UEFA,UEFA,UEFA,False,False,True,True
2007-07-05,Jersey,Gotland,Greece,True,UEFA,UEFA,UEFA,False,False,True,True
2007-07-05,Bermuda,Western Isles,Greece,True,CONCACAF,CONCACAF,UEFA,False,False,False,False
2007-07-05,Åland Islands,Frøya,Greece,True,UEFA,UEFA,UEFA,False,False,True,True
2007-07-05,Rhodes,Gibraltar,Greece,False,UEFA,UEFA,UEFA,False,False,True,True
2007-07-05,South Korea,Uzbekistan,South Korea,False,AFC,AFC,AFC,True,False,True,True
2007-07-05,Colombia,United States,Venezuela,True,CONMEBOL,CONCACAF,CONMEBOL,False,False,True,False
2007-07-05,Argentina,Paraguay,Venezuela,True,CONMEBOL,CONMEBOL,CONMEBOL,False,False,True,True
2007-07-05,Menorca,Saare County,Greece,True,UEFA,UEFA,UEFA,False,False,True,True
2007-07-06,Malawi,Namibia,Malawi,False,CAF,CAF,CAF,True,False,True,True
2007-07-07,Chile,Brazil,Venezuela,True,CONMEBOL,CONMEBOL,CONMEBOL,False,False,True,True
2007-07-07,Thailand,Iraq,Thailand,False,AFC,AFC,AFC,True,False,True,True
2007-07-07,Venezuela,Uruguay,Venezuela,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
2007-07-08,Argentina,Peru,Venezuela,True,CONMEBOL,CONMEBOL,CONMEBOL,False,False,True,True
2007-07-08,Australia,Oman,Thailand,True,AFC,AFC,AFC,False,False,True,True
2007-07-08,Mexico,Paraguay,Venezuela,True,CONCACAF,CONMEBOL,CONMEBOL,False,False,False,True
2007-07-08,Vietnam,United Arab Emirates,Vietnam,False,AFC,AFC,AFC,True,False,True,True
2007-07-09,Japan,Qatar,Vietnam,True,AFC,AFC,AFC,False,False,True,True
2007-07-10,Indonesia,Bahrain,Indonesia,False,AFC,AFC,AFC,True,False,True,True
2007-07-10,Malaysia,China,Malaysia,False,AFC,AFC,AFC,True,False,True,True
2007-07-10,Uruguay,Brazil,Venezuela,True,CONMEBOL,CONMEBOL,CONMEBOL,False,False,True,True
2007-07-11,Iran,Uzbekistan,Malaysia,True,AFC,AFC,AFC,False,False,True,True
2007-07-11,South Korea,Saudi Arabia,Indonesia,True,AFC,AFC,AFC,False,False,True,True
2007-07-11,Mexico,Argentina,Venezuela,True,CONCACAF,CONMEBOL,CONMEBOL,False,False,False,True
2007-07-12,Thailand,Oman,Thailand,False,AFC,AFC,AFC,True,False,True,True
2007-07-12,Vietnam,Qatar,Vietnam,False,AFC,AFC,AFC,True,False,True,True
2007-07-13,Iraq,Australia,Thailand,True,AFC,AFC,AFC,False,False,True,True
2007-07-13,Solomon Islands,Papua New Guinea,Solomon Islands,False,OFC,OFC,OFC,True,False,True,True
2007-07-13,United Arab Emirates,Japan,Vietnam,True,AFC,AFC,AFC,False,False,True,True
2007-07-14,Malaysia,Uzbekistan,Malaysia,False,AFC,AFC,AFC,True,False,True,True
2007-07-14,Mexico,Uruguay,Venezuela,True,CONCACAF,CONMEBOL,CONMEBOL,False,False,False,True
2007-07-14,Indonesia,Saudi Arabia,Indonesia,False,AFC,AFC,AFC,True,False,True,True
2007-07-15,Bahrain,South Korea,Indonesia,True,AFC,AFC,AFC,False,False,True,True
2007-07-15,Brazil,Argentina,Venezuela,True,CONMEBOL,CONMEBOL,CONMEBOL,False,False,True,True
2007-07-15,China,Iran,Malaysia,True,AFC,AFC,AFC,False,False,True,True
2007-07-16,Oman,Iraq,Thailand,True,AFC,AFC,AFC,False,False,True,True
2007-07-16,Qatar,United Arab Emirates,Vietnam,True,AFC,AFC,AFC,False,False,True,True
2007-07-16,Thailand,Australia,Thailand,False,AFC,AFC,AFC,True,False,True,True
2007-07-16,Vietnam,Japan,Vietnam,False,AFC,AFC,AFC,True,False,True,True
2007-07-17,New Caledonia,Vanuatu,New Caledonia,False,OFC,OFC,OFC,True,False,True,True
2007-07-18,Uzbekistan,China,Malaysia,True,AFC,AFC,AFC,False,False,True,True
2007-07-18,Indonesia,South Korea,Indonesia,False,AFC,AFC,AFC,True,False,True,True
2007-07-18,Malaysia,Iran,Malaysia,False,AFC,AFC,AFC,True,False,True,True
2007-07-18,Saudi Arabia,Bahrain,Indonesia,True,AFC,AFC,AFC,False,False,True,True
2007-07-19,New Caledonia,Vanuatu,New Caledonia,False,OFC,OFC,OFC,True,False,True,True
2007-07-19,Madagascar,Mayotte,Madagascar,False,CAF,CAF,CAF,True,False,True,True
2007-07-21,Iraq,Vietnam,Thailand,True,AFC,AFC,AFC,False,False,True,True
2007-07-21,Japan,Australia,Vietnam,True,AFC,AFC,AFC,False,False,True,True
2007-07-22,Iran,South Korea,Malaysia,True,AFC,AFC,AFC,False,False,True,True
2007-07-22,Saudi Arabia,Uzbekistan,Indonesia,True,AFC,AFC,AFC,False,False,True,True
2007-07-23,Botswana,Zambia,Botswana,False,CAF,CAF,CAF,True,False,True,True
2007-07-25,Iraq,South Korea,Malaysia,True,AFC,AFC,AFC,False,False,True,True
2007-07-25,Japan,Saudi Arabia,Vietnam,True,AFC,AFC,AFC,False,False,True,True
2007-07-28,Angola,Lesotho,Botswana,True,CAF,CAF,CAF,False,False,True,True
2007-07-28,Botswana,Namibia,Botswana,False,CAF,CAF,CAF,True,False,True,True
2007-07-28,South Korea,Japan,Indonesia,True,AFC,AFC,AFC,False,False,True,True
2007-07-29,Madagascar,DR Congo,Madagascar,False,CAF,CAF,CAF,True,False,True,True
2007-07-29,Lesotho,Namibia,Botswana,True,CAF,CAF,CAF,False,False,True,True
2007-07-29,Botswana,Angola,Botswana,False,CAF,CAF,CAF,True,False,True,True
2007-07-29,Iraq,Saudi Arabia,Indonesia,True,AFC,AFC,AFC,False,False,True,True
2007-08-10,Seychelles,Mayotte,Madagascar,True,CAF,CAF,CAF,False,False,True,True
2007-08-10,Comoros,Réunion,Madagascar,True,CAF,CAF,CAF,False,False,True,True
2007-08-12,Mauritius,Mayotte,Madagascar,True,CAF,CAF,CAF,False,False,True,True
2007-08-12,Madagascar,Réunion,Madagascar,False,CAF,CAF,CAF,True,False,True,True
2007-08-14,Mauritius,Seychelles,Madagascar,True,CAF,CAF,CAF,False,False,True,True
2007-08-14,Madagascar,Comoros,Madagascar,False,CAF,CAF,CAF,True,False,True,True
2007-08-16,Mauritius,Réunion,Madagascar,True,CAF,CAF,CAF,False,False,True,True
2007-08-16,Madagascar,Mayotte,Madagascar,False,CAF,CAF,CAF,True,False,True,True
2007-08-17,India,Cambodia,India,False,AFC,AFC,AFC,True,False,True,True
2007-08-18,Bangladesh,Syria,India,True,AFC,AFC,AFC,False,False,True,True
2007-08-18,Mauritius,Mayotte,Madagascar,True,CAF,CAF,CAF,False,False,True,True
2007-08-18,Madagascar,Réunion,Madagascar,False,CAF,CAF,CAF,True,False,True,True
2007-08-19,Kyrgyzstan,Cambodia,India,True,AFC,AFC,AFC,False,False,True,True
2007-08-20,Mozambique,Zimbabwe,Mozambique,False,CAF,CAF,CAF,True,False,True,True
2007-08-20,India,Bangladesh,India,False,AFC,AFC,AFC,True,False,True,True
2007-08-20,Myanmar,Lesotho,Malaysia,True,AFC,CAF,AFC,False,False,True,False
2007-08-21,Singapore,Zimbabwe,Malaysia,True,AFC,CAF,AFC,False,False,True,False
2007-08-21,Benin,Gabon,France,True,CAF,CAF,UEFA,False,False,False,False
2007-08-21,Ghana,Senegal,England,True,CAF,CAF,UEFA,False,False,False,False
2007-08-21,Syria,Kyrgyzstan,India,True,AFC,AFC,AFC,False,False,True,True
2007-08-22,Luxembourg,Georgia,Luxembourg,False,UEFA,UEFA,UEFA,True,False,True,True
2007-08-22,Mali,Burkina Faso,France,True,CAF,CAF,UEFA,False,False,False,False
2007-08-22,Mexico,Colombia,United States,True,CONCACAF,CONMEBOL,CONCACAF,False,False,True,False
2007-08-22,Montenegro,Slovenia,Montenegro,False,UEFA,UEFA,UEFA,True,False,True,True
2007-08-22,Northern Ireland,Liechtenstein,Northern Ireland,False,UEFA,UEFA,UEFA,True,False,True,True
2007-08-22,Norway,Argentina,Norway,False,UEFA,CONMEBOL,UEFA,True,False,True,False
2007-08-22,Panama,Guatemala,Panama,False,CONCACAF,CONCACAF,CONCACAF,True,False,True,True
2007-08-22,Paraguay,Venezuela,Paraguay,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
2007-08-22,Romania,Turkey,Romania,False,UEFA,UEFA,UEFA,True,False,True,True
2007-08-22,Russia,Poland,Russia,False,UEFA,UEFA,UEFA,True,False,True,True
2007-08-22,Ukraine,Uzbekistan,Ukraine,False,UEFA,AFC,UEFA,True,False,True,False
2007-08-22,Scotland,South Africa,Scotland,False,UEFA,CAF,UEFA,True,False,True,False
2007-08-22,Slovakia,France,Slovakia,False,UEFA,UEFA,UEFA,True,False,True,True
2007-08-22,Sudan,Libya,Sudan,False,CAF,CAF,CAF,True,False,True,True
2007-08-22,Sweden,United States,Sweden,False,UEFA,CONCACAF,UEFA,True,False,True,False
2007-08-22,Switzerland,Netherlands,Switzerland,False,UEFA,UEFA,UEFA,True,False,True,True
2007-08-22,Tajikistan,Azerbaijan,Tajikistan,False,AFC,UEFA,AFC,True,False,True,False
2007-08-22,Togo,Zambia,Togo,False,CAF,CAF,CAF,True,False,True,True
2007-08-22,Tunisia,Guinea,Tunisia,False,CAF,CAF,CAF,True,False,True,True
2007-08-22,Lithuania,Turkmenistan,Lithuania,False,UEFA,AFC,UEFA,True,False,True,False
2007-08-22,San Marino,Cyprus,San Marino,False,UEFA,UEFA,UEFA,True,False,True,True
2007-08-22,Lesotho,Laos,Malaysia,True,CAF,AFC,AFC,False,False,False,True
2007-08-22,North Macedonia,Nigeria,North Macedonia,False,UEFA,CAF,UEFA,True,False,True,False
2007-08-22,Japan,Cameroon,Japan,False,AFC,CAF,AFC,True,False,True,False
2007-08-22,Albania,Malta,Albania,False,UEFA,UEFA,UEFA,True,False,True,True
2007-08-22,Algeria,Brazil,France,True,CAF,CONMEBOL,UEFA,False,False,False,False
2007-08-22,Armenia,Portugal,Armenia,False,UEFA,UEFA,UEFA,True,False,True,True
2007-08-22,Austria,Czech Republic,Austria,False,UEFA,UEFA,UEFA,True,False,True,True
2007-08-22,Bangladesh,Cambodia,India,True,AFC,AFC,AFC,False,False,True,True
2007-08-22,Belarus,Israel,Belarus,False,UEFA,UEFA,UEFA,True,False,True,True
2007-08-22,Belgium,Serbia,Belgium,False,UEFA,UEFA,UEFA,True,False,True,True
2007-08-22,Bosnia and Herzegovina,Croatia,Bosnia and Herzegovina,False,UEFA,UEFA,UEFA,True,False,True,True
2007-08-22,Bulgaria,Wales,Bulgaria,False,UEFA,UEFA,UEFA,True,False,True,True
2007-08-22,DR Congo,Angola,DR Congo,False,CAF,CAF,CAF,True,False,True,True
2007-08-22,Costa Rica,Peru,Costa Rica,False,CONCACAF,CONMEBOL,CONCACAF,True,False,True,False
2007-08-22,Ecuador,Bolivia,Ecuador,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
2007-08-22,El Salvador,Honduras,El Salvador,False,CONCACAF,CONCACAF,CONCACAF,True,False,True,True
2007-08-22,England,Germany,England,False,UEFA,UEFA,UEFA,True,False,True,True
2007-08-22,Estonia,Andorra,Estonia,False,UEFA,UEFA,UEFA,True,False,True,True
2007-08-22,Finland,Kazakhstan,Finland,False,UEFA,UEFA,UEFA,True,False,True,True
2007-08-22,Greece,Spain,Greece,False,UEFA,UEFA,UEFA,True,False,True,True
2007-08-22,Hungary,Italy,Hungary,False,UEFA,UEFA,UEFA,True,False,True,True
2007-08-22,Latvia,Moldova,Latvia,False,UEFA,UEFA,UEFA,True,False,True,True
2007-08-22,Iceland,Canada,Iceland,False,UEFA,CONCACAF,UEFA,True,False,True,False
2007-08-22,Ivory Coast,Egypt,France,True,CAF,CAF,UEFA,False,False,False,False
2007-08-22,Denmark,Republic of Ireland,Denmark,False,UEFA,UEFA,UEFA,True,False,True,True
2007-08-23,India,Syria,India,False,AFC,AFC,AFC,True,False,True,True
2007-08-23,Singapore,Bangladesh,Malaysia,True,AFC,AFC,AFC,False,False,True,True
2007-08-24,Bangladesh,Kyrgyzstan,India,True,AFC,AFC,AFC,False,False,True,True
2007-08-25,Zimbabwe,Bangladesh,Malaysia,True,CAF,AFC,AFC,False,False,False,True
2007-08-25,Myanmar,Laos,Malaysia,True,AFC,AFC,AFC,False,False,True,True
2007-08-25,Cambodia,Syria,India,True,AFC,AFC,AFC,False,False,True,True
2007-08-25,Fiji,Tuvalu,Samoa,True,OFC,OFC,OFC,False,False,True,True
2007-08-25,Samoa,Vanuatu,Samoa,False,OFC,OFC,OFC,True,False,True,True
2007-08-25,Solomon Islands,American Samoa,Samoa,True,OFC,OFC,OFC,False,False,True,True
2007-08-25,Tahiti,New Caledonia,Samoa,True,OFC,OFC,OFC,False,False,True,True
2007-08-26,India,Kyrgyzstan,India,False,AFC,AFC,AFC,True,False,True,True
2007-08-27,Solomon Islands,Tonga,Samoa,True,OFC,OFC,OFC,False,False,True,True
2007-08-27,Samoa,American Samoa,Samoa,False,OFC,OFC,OFC,True,False,True,True
2007-08-27,Tuvalu,New Caledonia,Samoa,True,OFC,OFC,OFC,False,False,True,True
2007-08-27,Zimbabwe,Myanmar,Malaysia,True,CAF,AFC,AFC,False,False,False,True
2007-08-27,Fiji,Cook Islands,Samoa,True,OFC,OFC,OFC,False,False,True,True
2007-08-29,American Samoa,Vanuatu,Samoa,True,OFC,OFC,OFC,False,False,True,True
2007-08-29,India,Syria,India,False,AFC,AFC,AFC,True,False,True,True
2007-08-29,New Caledonia,Cook Islands,Samoa,True,OFC,OFC,OFC,False,False,True,True
2007-08-29,Samoa,Tonga,Samoa,False,OFC,OFC,OFC,True,False,True,True
2007-08-29,Tuvalu,Tahiti,Samoa,True,OFC,OFC,OFC,False,False,True,True
2007-09-01,Cook Islands,Tuvalu,Samoa,True,OFC,OFC,OFC,False,False,True,True
2007-09-01,Tahiti,Fiji,Samoa,True,OFC,OFC,OFC,False,False,True,True
2007-09-01,Tanzania,Uganda,Tanzania,False,CAF,CAF,CAF,True,False,True,True
2007-09-01,Tonga,American Samoa,Samoa,True,OFC,OFC,OFC,False,False,True,True
2007-09-01,Vanuatu,Solomon Islands,Samoa,True,OFC,OFC,OFC,False,False,True,True
2007-09-03,Tonga,Vanuatu,Samoa,True,OFC,OFC,OFC,False,False,True,True
2007-09-03,Samoa,Solomon Islands,Samoa,False,OFC,OFC,OFC,True,False,True,True
2007-09-03,New Caledonia,Fiji,Samoa,True,OFC,OFC,OFC,False,False,True,True
2007-09-03,Cook Islands,Tahiti,Samoa,True,OFC,OFC,OFC,False,False,True,True
2007-09-05,Fiji,Vanuatu,Samoa,True,OFC,OFC,OFC,False,False,True,True
2007-09-05,Solomon Islands,New Caledonia,Samoa,True,OFC,OFC,OFC,False,False,True,True
2007-09-07,Austria,Japan,Austria,False,UEFA,AFC,UEFA,True,False,True,False
2007-09-07,Bahrain,Jordan,Bahrain,False,AFC,AFC,AFC,True,False,True,True
2007-09-07,New Caledonia,Fiji,Samoa,True,OFC,OFC,OFC,False,False,True,True
2007-09-07,Solomon Islands,Vanuatu,Samoa,True,OFC,OFC,OFC,False,False,True,True
2007-09-07,Switzerland,Chile,Austria,True,UEFA,CONMEBOL,UEFA,False,False,True,False
2007-09-08,Nigeria,Lesotho,Nigeria,False,CAF,CAF,CAF,True,False,True,True
2007-09-08,Peru,Colombia,Peru,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
2007-09-08,Portugal,Poland,Portugal,False,UEFA,UEFA,UEFA,True,False,True,True
2007-09-08,Russia,North Macedonia,Russia,False,UEFA,UEFA,UEFA,True,False,True,True
2007-09-08,Rwanda,Liberia,Rwanda,False,CAF,CAF,CAF,True,False,True,True
2007-09-08,San Marino,Czech Republic,San Marino,False,UEFA,UEFA,UEFA,True,False,True,True
2007-09-08,Scotland,Lithuania,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
