date,home_team,away_team,country,neutral,home_confederation,away_confederation,host_confederation,is_home_country,is_away_country,is_home_confed,is_away_confed
1872-11-30,Scotland,England,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1873-03-08,England,Scotland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1874-03-07,Scotland,England,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1875-03-06,England,Scotland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1876-03-04,Scotland,England,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1876-03-25,Scotland,Wales,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1877-03-03,England,Scotland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1877-03-05,Wales,Scotland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1878-03-02,Scotland,England,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1878-03-23,Scotland,Wales,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1879-01-18,England,Wales,England,False,UEFA,UEFA,UEFA,True,False,True,True
1879-04-05,England,Scotland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1879-04-07,Wales,Scotland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1880-03-13,Scotland,England,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1880-03-15,Wales,England,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1880-03-27,Scotland,Wales,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1881-02-26,England,Wales,England,False,UEFA,UEFA,UEFA,True,False,True,True
1881-03-12,England,Scotland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1881-03-14,Wales,Scotland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1882-02-18,Northern Ireland,England,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1882-02-25,Wales,Northern Ireland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1882-03-11,Scotland,England,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1882-03-13,Wales,England,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1882-03-25,Scotland,Wales,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1883-02-03,England,Wales,England,False,UEFA,UEFA,UEFA,True,False,True,True
1883-02-24,England,Northern Ireland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1883-03-10,England,Scotland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1883-03-12,Wales,Scotland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1883-03-17,Northern Ireland,Wales,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1884-01-26,Northern Ireland,Scotland,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1884-02-09,Wales,Northern Ireland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1884-02-23,Northern Ireland,England,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1884-03-15,Scotland,England,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1884-03-17,Wales,England,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1884-03-29,Scotland,Wales,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1885-02-28,England,Northern Ireland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1885-03-14,England,Wales,England,False,UEFA,UEFA,UEFA,True,False,True,True
1885-03-14,Scotland,Northern Ireland,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1885-03-21,England,Scotland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1885-03-23,Wales,Scotland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1885-04-11,Northern Ireland,Wales,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1885-11-28,United States,Canada,United States,False,CONCACAF,CONCACAF,CONCACAF,True,False,True,True
1886-02-27,Wales,Northern Ireland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1886-03-13,Northern Ireland,England,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1886-03-20,Northern Ireland,Scotland,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1886-03-27,Scotland,England,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1886-03-29,Wales,England,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1886-04-10,Scotland,Wales,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1886-11-25,United States,Canada,United States,False,CONCACAF,CONCACAF,CONCACAF,True,False,True,True
1887-02-05,England,Northern Ireland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1887-02-19,Scotland,Northern Ireland,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1887-02-26,England,Wales,England,False,UEFA,UEFA,UEFA,True,False,True,True
1887-03-12,Northern Ireland,Wales,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1887-03-19,England,Scotland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1887-03-21,Wales,Scotland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1888-02-04,England,Wales,England,False,UEFA,UEFA,UEFA,True,False,True,True
1888-03-03,Wales,Northern Ireland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1888-03-10,Scotland,Wales,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1888-03-17,Scotland,England,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1888-03-24,Northern Ireland,Scotland,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1888-04-07,Northern Ireland,England,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1888-09-19,Scotland,Canada,Scotland,False,UEFA,CONCACAF,UEFA,True,False,True,False
1889-02-23,England,Wales,England,False,UEFA,UEFA,UEFA,True,False,True,True
1889-03-02,England,Northern Ireland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1889-03-09,Scotland,Northern Ireland,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1889-04-13,England,Scotland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1889-04-15,Wales,Scotland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1889-04-27,Northern Ireland,Wales,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1890-02-08,Wales,Northern Ireland,England,True,UEFA,UEFA,UEFA,False,False,True,True
1890-03-15,Northern Ireland,England,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1890-03-15,Wales,England,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1890-03-22,Scotland,Wales,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1890-03-29,Northern Ireland,Scotland,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1890-04-05,Scotland,England,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1891-02-07,Northern Ireland,Wales,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1891-03-07,England,Wales,England,False,UEFA,UEFA,UEFA,True,False,True,True
1891-03-07,England,Northern Ireland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1891-03-21,Wales,Scotland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1891-03-28,Scotland,Northern Ireland,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1891-04-04,England,Scotland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1892-02-27,Wales,Northern Ireland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1892-03-05,Northern Ireland,England,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1892-03-05,Wales,England,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1892-03-19,Northern Ireland,Scotland,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1892-03-26,Scotland,Wales,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1892-04-02,Scotland,England,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1893-02-25,England,Northern Ireland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1893-03-13,England,Wales,England,False,UEFA,UEFA,UEFA,True,False,True,True
1893-03-18,Wales,Scotland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1893-03-25,Scotland,Northern Ireland,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1893-04-01,England,Scotland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1894-02-24,Wales,Northern Ireland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1894-03-03,Northern Ireland,England,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1894-03-12,Wales,England,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1894-03-24,Scotland,Wales,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1894-03-31,Northern Ireland,Scotland,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1894-04-07,Scotland,England,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1895-03-09,England,Northern Ireland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1895-03-16,Northern Ireland,Wales,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1895-03-18,England,Wales,England,False,UEFA,UEFA,UEFA,True,False,True,True
1895-03-23,Wales,Scotland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1895-03-30,Scotland,Northern Ireland,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1895-04-06,England,Scotland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1896-02-29,Wales,Northern Ireland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1896-03-07,Northern Ireland,England,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1896-03-16,Wales,England,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1896-03-21,Scotland,Wales,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1896-03-28,Northern Ireland,Scotland,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1896-04-04,Scotland,England,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1897-02-20,England,Northern Ireland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1897-03-06,Northern Ireland,Wales,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1897-03-20,Wales,Scotland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1897-03-27,Scotland,Northern Ireland,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1897-03-29,England,Wales,England,False,UEFA,UEFA,UEFA,True,False,True,True
1897-04-03,England,Scotland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1898-02-19,Wales,Northern Ireland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1898-03-05,Northern Ireland,England,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1898-03-19,Scotland,Wales,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1898-03-26,Northern Ireland,Scotland,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1898-03-28,Wales,England,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1898-04-02,Scotland,England,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1899-02-18,England,Northern Ireland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1899-03-04,Northern Ireland,Wales,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1899-03-18,Wales,Scotland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1899-03-20,England,Wales,England,False,UEFA,UEFA,UEFA,True,False,True,True
1899-03-25,Scotland,Northern Ireland,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1899-04-08,England,Scotland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1900-02-03,Scotland,Wales,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1900-02-24,Wales,Northern Ireland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1900-03-03,Northern Ireland,Scotland,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1900-03-17,Northern Ireland,England,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1900-03-26,Wales,England,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1900-04-07,Scotland,England,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1901-02-23,Scotland,Northern Ireland,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1901-03-02,Wales,Scotland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1901-03-09,England,Northern Ireland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1901-03-18,England,Wales,England,False,UEFA,UEFA,UEFA,True,False,True,True
1901-03-23,Northern Ireland,Wales,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1901-03-30,England,Scotland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1902-02-22,Wales,Northern Ireland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1902-03-01,Northern Ireland,Scotland,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1902-03-03,Wales,England,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1902-03-15,Scotland,Wales,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1902-03-22,Northern Ireland,England,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1902-05-03,England,Scotland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1902-07-20,Uruguay,Argentina,Uruguay,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
1902-10-12,Austria,Hungary,Austria,False,UEFA,UEFA,UEFA,True,False,True,True
1903-02-14,England,Northern Ireland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1903-03-02,England,Wales,England,False,UEFA,UEFA,UEFA,True,False,True,True
1903-03-09,Wales,Scotland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1903-03-21,Scotland,Northern Ireland,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1903-03-28,Northern Ireland,Wales,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1903-04-04,England,Scotland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1903-04-05,Hungary,Czechoslovakia,Hungary,False,UEFA,UEFA,UEFA,True,False,True,True
1903-06-11,Hungary,Austria,Hungary,False,UEFA,UEFA,UEFA,True,False,True,True
1903-09-13,Argentina,Uruguay,Argentina,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
1903-10-11,Austria,Hungary,Austria,False,UEFA,UEFA,UEFA,True,False,True,True
1904-02-29,Wales,England,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1904-03-12,Northern Ireland,England,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1904-03-12,Scotland,Wales,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1904-03-21,Wales,Northern Ireland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1904-03-26,Northern Ireland,Scotland,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1904-04-09,Scotland,England,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1904-05-01,Belgium,France,Belgium,False,UEFA,UEFA,UEFA,True,False,True,True
1904-06-02,Hungary,Austria,Hungary,False,UEFA,UEFA,UEFA,True,False,True,True
1904-10-09,Austria,Hungary,Austria,False,UEFA,UEFA,UEFA,True,False,True,True
1905-02-12,France,Switzerland,France,False,UEFA,UEFA,UEFA,True,False,True,True
1905-02-25,England,Northern Ireland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1905-03-06,Wales,Scotland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1905-03-18,Scotland,Northern Ireland,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1905-03-27,England,Wales,England,False,UEFA,UEFA,UEFA,True,False,True,True
1905-04-01,England,Scotland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1905-04-08,Northern Ireland,Wales,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1905-04-09,Hungary,Austria,Hungary,False,UEFA,UEFA,UEFA,True,False,True,True
1905-04-17,Guernsey,Alderney,Guernsey,False,UEFA,UEFA,UEFA,True,False,True,True
1905-04-27,Jersey,Guernsey,Jersey,False,UEFA,UEFA,UEFA,True,False,True,True
1905-04-30,Belgium,Netherlands,Belgium,False,UEFA,UEFA,UEFA,True,False,True,True
1905-05-07,Belgium,France,Belgium,False,UEFA,UEFA,UEFA,True,False,True,True
1905-05-14,Netherlands,Belgium,Netherlands,False,UEFA,UEFA,UEFA,True,False,True,True
1905-07-21,Guyana,Trinidad and Tobago,British Guiana,False,CONCACAF,CONCACAF,UEFA,False,False,False,False
1905-08-15,Argentina,Uruguay,Argentina,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
1906-02-17,Northern Ireland,England,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1906-03-03,Scotland,Wales,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1906-03-17,Northern Ireland,Scotland,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1906-03-19,Wales,England,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1906-03-29,Jersey,Guernsey,Jersey,False,UEFA,UEFA,UEFA,True,False,True,True
1906-04-01,Hungary,Czechoslovakia,Hungary,False,UEFA,UEFA,UEFA,True,False,True,True
1906-04-02,Wales,Northern Ireland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1906-04-02,Guernsey,Alderney,Guernsey,False,UEFA,UEFA,UEFA,True,False,True,True
1906-04-07,Scotland,England,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1906-04-22,France,Belgium,France,False,UEFA,UEFA,UEFA,True,False,True,True
1906-04-29,Belgium,Netherlands,Belgium,False,UEFA,UEFA,UEFA,True,False,True,True
1906-05-13,Netherlands,Belgium,Netherlands,False,UEFA,UEFA,UEFA,True,False,True,True
1906-07-09,Argentina,South Africa,Argentina,False,CONMEBOL,CAF,CONMEBOL,True,False,True,False
1906-08-15,Uruguay,Argentina,Uruguay,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
1906-10-07,Czechoslovakia,Hungary,Bohemia,False,UEFA,UEFA,UEFA,False,False,True,True
1906-10-21,Argentina,Uruguay,Argentina,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
1906-11-04,Hungary,Austria,Hungary,False,UEFA,UEFA,UEFA,True,False,True,True
1907-02-16,England,Northern Ireland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1907-02-23,Northern Ireland,Wales,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1907-03-04,Wales,Scotland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1907-03-16,Scotland,Northern Ireland,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1907-03-18,England,Wales,England,False,UEFA,UEFA,UEFA,True,False,True,True
1907-03-21,Alderney,Jersey,Guernsey,True,UEFA,UEFA,UEFA,False,False,True,True
1907-04-04,Jersey,Guernsey,Jersey,False,UEFA,UEFA,UEFA,True,False,True,True
1907-04-06,England,Scotland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1907-04-07,Hungary,Czechoslovakia,Hungary,False,UEFA,UEFA,UEFA,True,False,True,True
1907-04-14,Belgium,Netherlands,Belgium,False,UEFA,UEFA,UEFA,True,False,True,True
1907-04-21,Belgium,France,Belgium,False,UEFA,UEFA,UEFA,True,False,True,True
1907-05-05,Austria,Hungary,Austria,False,UEFA,UEFA,UEFA,True,False,True,True
1907-05-09,Netherlands,Belgium,Netherlands,False,UEFA,UEFA,UEFA,True,False,True,True
1907-10-06,Czechoslovakia,Hungary,Bohemia,False,UEFA,UEFA,UEFA,False,False,True,True
1907-11-03,Hungary,Austria,Hungary,False,UEFA,UEFA,UEFA,True,False,True,True
1908-02-15,Northern Ireland,England,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1908-03-07,Scotland,Wales,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1908-03-08,Switzerland,France,Switzerland,False,UEFA,UEFA,UEFA,True,False,True,True
1908-03-14,Northern Ireland,Scotland,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1908-03-16,Wales,England,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1908-03-29,Belgium,Netherlands,Belgium,False,UEFA,UEFA,UEFA,True,False,True,True
1908-04-02,Guernsey,Alderney,Jersey,True,UEFA,UEFA,UEFA,False,False,True,True
1908-04-04,Scotland,England,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1908-04-05,Hungary,Czechoslovakia,Hungary,False,UEFA,UEFA,UEFA,True,False,True,True
1908-04-05,Switzerland,Germany,Switzerland,False,UEFA,UEFA,UEFA,True,False,True,True
1908-04-09,Guernsey,Jersey,Guernsey,False,UEFA,UEFA,UEFA,True,False,True,True
1908-04-11,Wales,Northern Ireland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1908-04-12,France,Belgium,France,False,UEFA,UEFA,UEFA,True,False,True,True
1908-04-26,Netherlands,Belgium,Netherlands,False,UEFA,UEFA,UEFA,True,False,True,True
1908-05-03,Austria,Hungary,Austria,False,UEFA,UEFA,UEFA,True,False,True,True
1908-05-10,Netherlands,France,Netherlands,False,UEFA,UEFA,UEFA,True,False,True,True
1908-06-06,Austria,England,Austria,False,UEFA,UEFA,UEFA,True,False,True,True
1908-06-07,Austria,Germany,Austria,False,UEFA,UEFA,UEFA,True,False,True,True
1908-06-08,Austria,England,Austria,False,UEFA,UEFA,UEFA,True,False,True,True
1908-06-10,Hungary,England,Hungary,False,UEFA,UEFA,UEFA,True,False,True,True
1908-06-13,Czechoslovakia,England,Bohemia,False,UEFA,UEFA,UEFA,False,False,True,True
1908-07-12,Sweden,Norway,Sweden,False,UEFA,UEFA,UEFA,True,False,True,True
1908-08-15,Uruguay,Argentina,Uruguay,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
1908-09-13,Argentina,Uruguay,Argentina,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
1908-10-04,Argentina,Uruguay,Argentina,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
1908-10-22,France,Denmark,England,True,UEFA,UEFA,UEFA,False,False,True,True
1908-10-23,Netherlands,Sweden,England,True,UEFA,UEFA,UEFA,False,False,True,True
1908-10-25,Netherlands,Sweden,Netherlands,False,UEFA,UEFA,UEFA,True,False,True,True
1908-10-26,Belgium,Sweden,Belgium,False,UEFA,UEFA,UEFA,True,False,True,True
1908-11-01,Hungary,Austria,Hungary,False,UEFA,UEFA,UEFA,True,False,True,True
1909-02-13,England,Northern Ireland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1909-03-01,Wales,Scotland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1909-03-15,England,Wales,England,False,UEFA,UEFA,UEFA,True,False,True,True
1909-03-15,Scotland,Northern Ireland,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1909-03-18,Guernsey,Jersey,Guernsey,False,UEFA,UEFA,UEFA,True,False,True,True
1909-03-20,Northern Ireland,Wales,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1909-03-21,Belgium,Netherlands,Belgium,False,UEFA,UEFA,UEFA,True,False,True,True
1909-03-25,Guernsey,Alderney,Jersey,True,UEFA,UEFA,UEFA,False,False,True,True
1909-04-03,England,Scotland,England,False,UEFA,UEFA,UEFA,True,False,True,True
1909-04-04,Germany,Switzerland,Germany,False,UEFA,UEFA,UEFA,True,False,True,True
1909-04-04,Hungary,Germany,Hungary,False,UEFA,UEFA,UEFA,True,False,True,True
1909-04-25,Netherlands,Belgium,Netherlands,False,UEFA,UEFA,UEFA,True,False,True,True
1909-05-02,Austria,Hungary,Austria,False,UEFA,UEFA,UEFA,True,False,True,True
1909-05-09,Belgium,France,Belgium,False,UEFA,UEFA,UEFA,True,False,True,True
1909-05-29,Hungary,England,Hungary,False,UEFA,UEFA,UEFA,True,False,True,True
1909-05-30,Hungary,Austria,Hungary,False,UEFA,UEFA,UEFA,True,False,True,True
1909-05-31,Hungary,England,Hungary,False,UEFA,UEFA,UEFA,True,False,True,True
1909-06-01,Austria,England,Austria,False,UEFA,UEFA,UEFA,True,False,True,True
1909-08-15,Argentina,Uruguay,Argentina,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
1909-09-19,Uruguay,Argentina,Uruguay,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
1909-10-10,Argentina,Uruguay,Argentina,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
1909-11-07,Hungary,Austria,Hungary,False,UEFA,UEFA,UEFA,True,False,True,True
1910-02-12,Northern Ireland,England,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1910-03-05,Scotland,Wales,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1910-03-13,Belgium,Netherlands,Belgium,False,UEFA,UEFA,UEFA,True,False,True,True
1910-03-14,Wales,England,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1910-03-19,Northern Ireland,Scotland,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1910-04-02,Scotland,England,Scotland,False,UEFA,UEFA,UEFA,True,False,True,True
1910-04-03,France,Belgium,France,False,UEFA,UEFA,UEFA,True,False,True,True
1910-04-03,Switzerland,Germany,Switzerland,False,UEFA,UEFA,UEFA,True,False,True,True
1910-04-07,Jersey,Alderney,Jersey,False,UEFA,UEFA,UEFA,True,False,True,True
1910-04-10,Netherlands,Belgium,Netherlands,False,UEFA,UEFA,UEFA,True,False,True,True
1910-04-11,Wales,Northern Ireland,Wales,False,UEFA,UEFA,UEFA,True,False,True,True
1910-04-21,Guernsey,Jersey,Guernsey,False,UEFA,UEFA,UEFA,True,False,True,True
1910-04-24,Netherlands,Germany,Netherlands,False,UEFA,UEFA,UEFA,True,False,True,True
1910-05-01,Austria,Hungary,Austria,False,UEFA,UEFA,UEFA,True,False,True,True
1910-05-15,Italy,France,Italy,False,UEFA,UEFA,UEFA,True,False,True,True
1910-05-16,Germany,Belgium,Germany,False,UEFA,UEFA,UEFA,True,False,True,True
1910-05-26,Hungary,Italy,Hungary,False,UEFA,UEFA,UEFA,True,False,True,True
1910-05-27,Argentina,Chile,Argentina,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
1910-05-29,Chile,Uruguay,Argentina,True,CONMEBOL,CONMEBOL,CONMEBOL,False,False,True,True
1910-06-05,Argentina,Chile,Argentina,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
1910-06-12,Argentina,Uruguay,Argentina,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
1910-08-15,Uruguay,Argentina,Uruguay,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
1910-09-11,Norway,Sweden,Norway,False,UEFA,UEFA,UEFA,True,False,True,True
1910-09-11,Chile,Argentina,Chile,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
1910-10-16,Germany,Netherlands,Germany,False,UEFA,UEFA,UEFA,True,False,True,True
1910-10-16,Russia,Czechoslovakia,Russia,False,UEFA,UEFA,UEFA,True,False,True,True
1910-10-23,Russia,Czechoslovakia,Russia,False,UEFA,UEFA,UEFA,True,False,True,True
1910-11-06,Hungary,Austria,Hungary,False,UEFA,UEFA,UEFA,True,False,True,True
1910-11-13,Argentina,Uruguay,Argentina,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
1910-11-27,Argentina,Uruguay,Argentina,False,CONMEBOL,CONMEBOL,CONMEBOL,True,False,True,True
1911-01-01,France,Hungary,France,False,UEFA,UEFA,UEFA,True,False,True,True
1911-01-06,Italy,Hungary,Italy,False,UEFA,UEFA,UEFA,True,False,True,True
1911-01-08,Switzerland,Hungary,Switzerland,False,UEFA,UEFA,UEFA,True,False,True,True
1911-01-28,Northern Ireland,Wales,Ireland,False,UEFA,UEFA,UEFA,False,False,True,True
1911-02-11,England,Northern Ireland,England,False,UEFA,UEFA,UEFA,True,False,True,True
